B_A_mean,B_A_sem,B_A_std,a,cap_index,collar_width,control,delivered_source_difference,delivered_source_half_step,delta_baryon,denominator,gauge_covariant_centered_probe_receipt,intervention_support_hashes,k_h_mpc,k_proxy_inverse_theta,k_units,mode_count,normalization,parent_source,physical_source_intervention,readout_collar_width,readout_theta0,repair_anomaly_minus_mean,repair_anomaly_plus_mean,requested_delta_baryon,response_field,response_numerator,rho_A,rho_A_base,rho_A_eq,rho_A_eq_background,rho_A_eq_minus_mean,rho_A_eq_plus_mean,sign_stable,sim_transition_scale,source,source_intervention,source_intervention_type,source_variable,theta0,time,time_index
0.0,0.0,0.0,0.01,2,0.013847295710199343,,0.5,0.25,0.25,RHO_A_EQ_BACKGROUND_DIAGNOSTIC,True,"[""sha256:676019bd834e7dadcc5a6f5348cc38fdb59c66e490645a7b6bed0b54fa391516"", ""sha256:676019bd834e7dadcc5a6f5348cc38fdb59c66e490645a7b6bed0b54fa391516""]",1.3333333333333333,1.3333333333333333,inverse_cap_opening_angle_proxy,2,EQUILIBRIUM_CONTRAST_DIAGNOSTIC,finite_screen_plus_minus_cap_collar_perturb_resettle,False,0.013847295710199343,0.75,0.0073397272490802745,0.0073397272490802745,0.25,cumulative_repair_load,paired_delta_response_field,0.8663410160940018,0.8663410160940018,0.8663410160940018,0.8663410160940018,0.8736807433430821,0.8736807433430821,False,6.283185307179586,paired_cap_collar_perturb_resettle_rerun,"{""background_hash"": ""sha256:ce9c8d1826a2d2c6958edca15c3df45a5fea7c314e107b5014937e304e7c3c21"", ""source_vector_id"": ""ANOMALY_FRAME_BARYON_CONTRAST_PROXY"", ""tangent_vector"": [0.04692456666828282, 0.84375, -0.5346812345154763, 0.25], ""constraint_matrix_hash"": ""sha256:b84bf107beae6b74de2c5b8a85cdf0700f9a94da8a4d1c7e3d6d3f7e3b1a8416"", ""retraction_id"": ""cap_collar_proxy_centered_screen_perturb_resettle"", ""delivered_source_vector"": [0.25], ""constraint_residuals"": {""delivered_minus_requested_abs"": 0.0, ""admissible_source_tangent_residual"": 1.0, ""physical_source_vector_residual"": 1.0}, ""physical_source_intervention"": false}",CAP_COLLAR_PROXY_NOT_PHYSICAL_SOURCE_INTERVENTION,ANOMALY_FRAME_BARYON_CONTRAST_PROXY,0.75,0.25,0
0.0,0.0,0.0,0.01,3,0.013847295710199343,,0.5,0.25,0.25,RHO_A_EQ_BACKGROUND_DIAGNOSTIC,True,"[""sha256:3cf081ab160e768375fd4cf88cd2c56b5179f97886afb1b07ad16310e7ab8562"", ""sha256:3cf081ab160e768375fd4cf88cd2c56b5179f97886afb1b07ad16310e7ab8562""]",1.0,1.0,inverse_cap_opening_angle_proxy,2,EQUILIBRIUM_CONTRAST_DIAGNOSTIC,finite_screen_plus_minus_cap_collar_perturb_resettle,False,0.013847295710199343,1.0,0.004246147176706683,0.004246147176706683,0.25,cumulative_repair_load,paired_delta_response_field,0.8673360478731981,0.8673360478731981,0.8673360478731981,0.8673360478731981,0.8715821950499048,0.8715821950499048,False,6.283185307179586,paired_cap_collar_perturb_resettle_rerun,"{""background_hash"": ""sha256:ce9c8d1826a2d2c6958edca15c3df45a5fea7c314e107b5014937e304e7c3c21"", ""source_vector_id"": ""ANOMALY_FRAME_BARYON_CONTRAST_PROXY"", ""tangent_vector"": [0.37979864779041894, 0.7812500000000001, 0.49538008098486286, 0.25], ""constraint_matrix_hash"": ""sha256:4627c398273f891dede3e10ff219d9989bdf827de63fabc916514b9bc860794e"", ""retraction_id"": ""cap_collar_proxy_centered_screen_perturb_resettle"", ""delivered_source_vector"": [0.25], ""constraint_residuals"": {""delivered_minus_requested_abs"": 0.0, ""admissible_source_tangent_residual"": 1.0, ""physical_source_vector_residual"": 1.0}, ""physical_source_intervention"": false}",CAP_COLLAR_PROXY_NOT_PHYSICAL_SOURCE_INTERVENTION,ANOMALY_FRAME_BARYON_CONTRAST_PROXY,1.0,0.25,0
0.0,0.0,0.0,0.01,4,0.013847295710199343,,0.5,0.25,0.25,RHO_A_EQ_BACKGROUND_DIAGNOSTIC,True,"[""sha256:64c5bcf6746a590b9385d0d6d9bf7e5237535daf385570fe4da4b43f8c5dae79"", ""sha256:64c5bcf6746a590b9385d0d6d9bf7e5237535daf385570fe4da4b43f8c5dae79""]",0.8,0.8,inverse_cap_opening_angle_proxy,2,EQUILIBRIUM_CONTRAST_DIAGNOSTIC,finite_screen_plus_minus_cap_collar_perturb_resettle,False,0.013847295710199343,1.25,0.0028710270827344564,0.0028710270827344564,0.25,cumulative_repair_load,paired_delta_response_field,0.8673470946542609,0.8673470946542609,0.8673470946542609,0.8673470946542609,0.8702181217369953,0.8702181217369953,False,6.283185307179586,paired_cap_collar_perturb_resettle_rerun,"{""background_hash"": ""sha256:ce9c8d1826a2d2c6958edca15c3df45a5fea7c314e107b5014937e304e7c3c21"", ""source_vector_id"": ""ANOMALY_FRAME_BARYON_CONTRAST_PROXY"", ""tangent_vector"": [-0.6846403743767794, 0.71875, -0.12110324220772714, 0.25], ""constraint_matrix_hash"": ""sha256:e8485ecff401ca1eaf4479718c37b37efc075ee49c7189792d24d3cf657a44ed"", ""retraction_id"": ""cap_collar_proxy_centered_screen_perturb_resettle"", ""delivered_source_vector"": [0.25], ""constraint_residuals"": {""delivered_minus_requested_abs"": 0.0, ""admissible_source_tangent_residual"": 1.0, ""physical_source_vector_residual"": 1.0}, ""physical_source_intervention"": false}",CAP_COLLAR_PROXY_NOT_PHYSICAL_SOURCE_INTERVENTION,ANOMALY_FRAME_BARYON_CONTRAST_PROXY,1.25,0.25,0
0.0,0.0,0.0,0.01,5,0.013847295710199343,,0.5,0.25,0.25,RHO_A_EQ_BACKGROUND_DIAGNOSTIC,True,"[""sha256:b1445160f83bceecaff435c7c0aa0dcae7723f767c9581d96018b807acf34c7b"", ""sha256:b1445160f83bceecaff435c7c0aa0dcae7723f767c9581d96018b807acf34c7b""]",2.857142857142857,2.857142857142857,inverse_cap_opening_angle_proxy,2,EQUILIBRIUM_CONTRAST_DIAGNOSTIC,finite_screen_plus_minus_cap_collar_perturb_resettle,False,0.013847295710199343,0.35,0.03215714737361042,0.03215714737361042,0.25,cumulative_repair_load,paired_delta_response_field,0.8681784187622666,0.8681784187622666,0.8681784187622666,0.8681784187622666,0.9003355661358771,0.9003355661358771,False,6.283185307179586,paired_cap_collar_perturb_resettle_rerun,"{""background_hash"": ""sha256:ce9c8d1826a2d2c6958edca15c3df45a5fea7c314e107b5014937e304e7c3c21"", ""source_vector_id"": ""ANOMALY_FRAME_BARYON_CONTRAST_PROXY"", ""tangent_vector"": [0.636650097952644, 0.65625, -0.4049846790643922, 0.25], ""constraint_matrix_hash"": ""sha256:b9d7abe95ad6ac31e79eb9413e3c4831710e6911d4af0e86a689cc0fe4ad8e8e"", ""retraction_id"": ""cap_collar_proxy_centered_screen_perturb_resettle"", ""delivered_source_vector"": [0.25], ""constraint_residuals"": {""delivered_minus_requested_abs"": 0.0, ""admissible_source_tangent_residual"": 1.0, ""physical_source_vector_residual"": 1.0}, ""physical_source_intervention"": false}",CAP_COLLAR_PROXY_NOT_PHYSICAL_SOURCE_INTERVENTION,ANOMALY_FRAME_BARYON_CONTRAST_PROXY,0.35,0.25,0
0.0,0.0,0.0,0.01,6,0.013847295710199343,,0.5,0.25,0.25,RHO_A_EQ_BACKGROUND_DIAGNOSTIC,True,"[""sha256:0c26964892da43bf8ecde9193c9c720273346446aa21d546a675d237b1b3d2b8"", ""sha256:0c26964892da43bf8ecde9193c9c720273346446aa21d546a675d237b1b3d2b8""]",1.8181818181818181,1.8181818181818181,inverse_cap_opening_angle_proxy,2,EQUILIBRIUM_CONTRAST_DIAGNOSTIC,finite_screen_plus_minus_cap_collar_perturb_resettle,False,0.013847295710199343,0.55,0.013286399823091044,0.013286399823091044,0.25,cumulative_repair_load,paired_delta_response_field,0.8686416029954201,0.8686416029954201,0.8686416029954201,0.8686416029954201,0.8819280028185112,0.8819280028185112,False,6.283185307179586,paired_cap_collar_perturb_resettle_rerun,"{""background_hash"": ""sha256:ce9c8d1826a2d2c6958edca15c3df45a5fea7c314e107b5014937e304e7c3c21"", ""source_vector_id"": ""ANOMALY_FRAME_BARYON_CONTRAST_PROXY"", ""tangent_vector"": [-0.20889049343814645, 0.59375, 0.7770622235388668, 0.25], ""constraint_matrix_hash"": ""sha256:7e4f20e733e2cbf6cf5e13197f37b5c135ea7596bb95fe28f6bd06c0146d0bc9"", ""retraction_id"": ""cap_collar_proxy_centered_screen_perturb_resettle"", ""delivered_source_vector"": [0.25], ""constraint_residuals"": {""delivered_minus_requested_abs"": 0.0, ""admissible_source_tangent_residual"": 1.0, ""physical_source_vector_residual"": 1.0}, ""physical_source_intervention"": false}",CAP_COLLAR_PROXY_NOT_PHYSICAL_SOURCE_INTERVENTION,ANOMALY_FRAME_BARYON_CONTRAST_PROXY,0.55,0.25,0
0.0,0.0,0.0,0.01,7,0.013847295710199343,,0.5,0.25,0.25,RHO_A_EQ_BACKGROUND_DIAGNOSTIC,True,"[""sha256:5ea68ff8413b244d741796f55253c39d9726cb9d4c98e36cb961a415c62db6a1"", ""sha256:5ea68ff8413b244d741796f55253c39d9726cb9d4c98e36cb961a415c62db6a1""]",1.3333333333333333,1.3333333333333333,inverse_cap_opening_angle_proxy,2,EQUILIBRIUM_CONTRAST_DIAGNOSTIC,finite_screen_plus_minus_cap_collar_perturb_resettle,False,0.013847295710199343,0.75,0.0073241790210257784,0.0073241790210257784,0.25,cumulative_repair_load,paired_delta_response_field,0.8680733661320529,0.8680733661320529,0.8680733661320529,0.8680733661320529,0.8753975451530787,0.8753975451530787,False,6.283185307179586,paired_cap_collar_perturb_resettle_rerun,"{""background_hash"": ""sha256:ce9c8d1826a2d2c6958edca15c3df45a5fea7c314e107b5014937e304e7c3c21"", ""source_vector_id"": ""ANOMALY_FRAME_BARYON_CONTRAST_PROXY"", ""tangent_vector"": [-0.39048739425169454, 0.5312500000000001, -0.7518597159248005, 0.25], ""constraint_matrix_hash"": ""sha256:b84bf107beae6b74de2c5b8a85cdf0700f9a94da8a4d1c7e3d6d3f7e3b1a8416"", ""retraction_id"": ""cap_collar_proxy_centered_screen_perturb_resettle"", ""delivered_source_vector"": [0.25], ""constraint_residuals"": {""delivered_minus_requested_abs"": 0.0, ""admissible_source_tangent_residual"": 1.0, ""physical_source_vector_residual"": 1.0}, ""physical_source_intervention"": false}",CAP_COLLAR_PROXY_NOT_PHYSICAL_SOURCE_INTERVENTION,ANOMALY_FRAME_BARYON_CONTRAST_PROXY,0.75,0.25,0
0.0,0.0,0.0,0.1,0,0.013847295710199343,,0.5,0.25,0.25,RHO_A_EQ_BACKGROUND_DIAGNOSTIC,True,"[""sha256:3c32ff4e7b47a5a4aba3a636bfc149aba15a0c2926de77336b79dd44c4cffc34"", ""sha256:3c32ff4e7b47a5a4aba3a636bfc149aba15a0c2926de77336b79dd44c4cffc34""]",2.857142857142857,2.857142857142857,inverse_cap_opening_angle_proxy,2,EQUILIBRIUM_CONTRAST_DIAGNOSTIC,finite_screen_plus_minus_cap_collar_perturb_resettle,False,0.013847295710199343,0.35,0.03260735944515675,0.03260735944515675,0.25,cumulative_repair_load,paired_delta_response_field,0.8657333341409282,0.8657333341409282,0.8657333341409282,0.8657333341409282,0.8983406935860849,0.8983406935860849,False,6.283185307179586,paired_cap_collar_perturb_resettle_rerun,"{""background_hash"": ""sha256:181d632b6181a1b941bd9576ed9fcdcf4b6ef17c2a7ed464ec8a27ab2f36feca"", ""source_vector_id"": ""ANOMALY_FRAME_BARYON_CONTRAST_PROXY"", ""tangent_vector"": [0.24803918541230538, 0.96875, 0.0, 0.25], ""constraint_matrix_hash"": ""sha256:b9d7abe95ad6ac31e79eb9413e3c4831710e6911d4af0e86a689cc0fe4ad8e8e"", ""retraction_id"": ""cap_collar_proxy_centered_screen_perturb_resettle"", ""delivered_source_vector"": [0.25], ""constraint_residuals"": {""delivered_minus_requested_abs"": 0.0, ""admissible_source_tangent_residual"": 1.0, ""physical_source_vector_residual"": 1.0}, ""physical_source_intervention"": false}",CAP_COLLAR_PROXY_NOT_PHYSICAL_SOURCE_INTERVENTION,ANOMALY_FRAME_BARYON_CONTRAST_PROXY,0.35,0.25,0
0.0,0.0,0.0,0.1,1,0.013847295710199343,,0.5,0.25,0.25,RHO_A_EQ_BACKGROUND_DIAGNOSTIC,True,"[""sha256:c4ae4b50da58d0cddab9614e65383abf1ff5a2be3f9ce6b47af09bf97060050e"", ""sha256:c4ae4b50da58d0cddab9614e65383abf1ff5a2be3f9ce6b47af09bf97060050e""]",1.8181818181818181,1.8181818181818181,inverse_cap_opening_angle_proxy,2,EQUILIBRIUM_CONTRAST_DIAGNOSTIC,finite_screen_plus_minus_cap_collar_perturb_resettle,False,0.013847295710199343,0.55,0.013347303881715178,0.013347303881715178,0.25,cumulative_repair_load,paired_delta_response_field,0.8672983282791071,0.8672983282791071,0.8672983282791071,0.8672983282791071,0.8806456321608223,0.8806456321608223,False,6.283185307179586,paired_cap_collar_perturb_resettle_rerun,"{""background_hash"": ""sha256:181d632b6181a1b941bd9576ed9fcdcf4b6ef17c2a7ed464ec8a27ab2f36feca"", ""source_vector_id"": ""ANOMALY_FRAME_BARYON_CONTRAST_PROXY"", ""tangent_vector"": [-0.3117169154263086, 0.90625, 0.2855582289780976, 0.25], ""constraint_matrix_hash"": ""sha256:7e4f20e733e2cbf6cf5e13197f37b5c135ea7596bb95fe28f6bd06c0146d0bc9"", ""retraction_id"": ""cap_collar_proxy_centered_screen_perturb_resettle"", ""delivered_source_vector"": [0.25], ""constraint_residuals"": {""delivered_minus_requested_abs"": 0.0, ""admissible_source_tangent_residual"": 1.0, ""physical_source_vector_residual"": 1.0}, ""physical_source_intervention"": false}",CAP_COLLAR_PROXY_NOT_PHYSICAL_SOURCE_INTERVENTION,ANOMALY_FRAME_BARYON_CONTRAST_PROXY,0.55,0.25,0
0.0,0.0,0.0,0.1,2,0.013847295710199343,,0.5,0.25,0.25,RHO_A_EQ_BACKGROUND_DIAGNOSTIC,True,"[""sha256:676019bd834e7dadcc5a6f5348cc38fdb59c66e490645a7b6bed0b54fa391516"", ""sha256:676019bd834e7dadcc5a6f5348cc38fdb59c66e490645a7b6bed0b54fa391516""]",1.3333333333333333,1.3333333333333333,inverse_cap_opening_angle_proxy,2,EQUILIBRIUM_CONTRAST_DIAGNOSTIC,finite_screen_plus_minus_cap_collar_perturb_resettle,False,0.013847295710199343,0.75,0.0073397272490802745,0.0073397272490802745,0.25,cumulative_repair_load,paired_delta_response_field,0.8663410160940018,0.8663410160940018,0.8663410160940018,0.8663410160940018,0.8736807433430821,0.8736807433430821,False,6.283185307179586,paired_cap_collar_perturb_resettle_rerun,"{""background_hash"": ""sha256:181d632b6181a1b941bd9576ed9fcdcf4b6ef17c2a7ed464ec8a27ab2f36feca"", ""source_vector_id"": ""ANOMALY_FRAME_BARYON_CONTRAST_PROXY"", ""tangent_vector"": [0.04692456666828282, 0.84375, -0.5346812345154763, 0.25], ""constraint_matrix_hash"": ""sha256:b84bf107beae6b74de2c5b8a85cdf0700f9a94da8a4d1c7e3d6d3f7e3b1a8416"", ""retraction_id"": ""cap_collar_proxy_centered_screen_perturb_resettle"", ""delivered_source_vector"": [0.25], ""constraint_residuals"": {""delivered_minus_requested_abs"": 0.0, ""admissible_source_tangent_residual"": 1.0, ""physical_source_vector_residual"": 1.0}, ""physical_source_intervention"": false}",CAP_COLLAR_PROXY_NOT_PHYSICAL_SOURCE_INTERVENTION,ANOMALY_FRAME_BARYON_CONTRAST_PROXY,0.75,0.25,0
0.0,0.0,0.0,0.1,3,0.013847295710199343,,0.5,0.25,0.25,RHO_A_EQ_BACKGROUND_DIAGNOSTIC,True,"[""sha256:3cf081ab160e768375fd4cf88cd2c56b5179f97886afb1b07ad16310e7ab8562"", ""sha256:3cf081ab160e768375fd4cf88cd2c56b5179f97886afb1b07ad16310e7ab8562""]",1.0,1.0,inverse_cap_opening_angle_proxy,2,EQUILIBRIUM_CONTRAST_DIAGNOSTIC,finite_screen_plus_minus_cap_collar_perturb_resettle,False,0.013847295710199343,1.0,0.004246147176706683,0.004246147176706683,0.25,cumulative_repair_load,paired_delta_response_field,0.8673360478731981,0.8673360478731981,0.8673360478731981,0.8673360478731981,0.8715821950499048,0.8715821950499048,False,6.283185307179586,paired_cap_collar_perturb_resettle_rerun,"{""background_hash"": ""sha256:181d632b6181a1b941bd9576ed9fcdcf4b6ef17c2a7ed464ec8a27ab2f36feca"", ""source_vector_id"": ""ANOMALY_FRAME_BARYON_CONTRAST_PROXY"", ""tangent_vector"": [0.37979864779041894, 0.7812500000000001, 0.49538008098486286, 0.25], ""constraint_matrix_hash"": ""sha256:4627c398273f891dede3e10ff219d9989bdf827de63fabc916514b9bc860794e"", ""retraction_id"": ""cap_collar_proxy_centered_screen_perturb_resettle"", ""delivered_source_vector"": [0.25], ""constraint_residuals"": {""delivered_minus_requested_abs"": 0.0, ""admissible_source_tangent_residual"": 1.0, ""physical_source_vector_residual"": 1.0}, ""physical_source_intervention"": false}",CAP_COLLAR_PROXY_NOT_PHYSICAL_SOURCE_INTERVENTION,ANOMALY_FRAME_BARYON_CONTRAST_PROXY,1.0,0.25,0
0.0,0.0,0.0,0.1,4,0.013847295710199343,,0.5,0.25,0.25,RHO_A_EQ_BACKGROUND_DIAGNOSTIC,True,"[""sha256:64c5bcf6746a590b9385d0d6d9bf7e5237535daf385570fe4da4b43f8c5dae79"", ""sha256:64c5bcf6746a590b9385d0d6d9bf7e5237535daf385570fe4da4b43f8c5dae79""]",0.8,0.8,inverse_cap_opening_angle_proxy,2,EQUILIBRIUM_CONTRAST_DIAGNOSTIC,finite_screen_plus_minus_cap_collar_perturb_resettle,False,0.013847295710199343,1.25,0.0028710270827344564,0.0028710270827344564,0.25,cumulative_repair_load,paired_delta_response_field,0.8673470946542609,0.8673470946542609,0.8673470946542609,0.8673470946542609,0.8702181217369953,0.8702181217369953,False,6.283185307179586,paired_cap_collar_perturb_resettle_rerun,"{""background_hash"": ""sha256:181d632b6181a1b941bd9576ed9fcdcf4b6ef17c2a7ed464ec8a27ab2f36feca"", ""source_vector_id"": ""ANOMALY_FRAME_BARYON_CONTRAST_PROXY"", ""tangent_vector"": [-0.6846403743767794, 0.71875, -0.12110324220772714, 0.25], ""constraint_matrix_hash"": ""sha256:e8485ecff401ca1eaf4479718c37b37efc075ee49c7189792d24d3cf657a44ed"", ""retraction_id"": ""cap_collar_proxy_centered_screen_perturb_resettle"", ""delivered_source_vector"": [0.25], ""constraint_residuals"": {""delivered_minus_requested_abs"": 0.0, ""admissible_source_tangent_residual"": 1.0, ""physical_source_vector_residual"": 1.0}, ""physical_source_intervention"": false}",CAP_COLLAR_PROXY_NOT_PHYSICAL_SOURCE_INTERVENTION,ANOMALY_FRAME_BARYON_CONTRAST_PROXY,1.25,0.25,0
