mode,step,cycle,left_x,left_y,left_z,right_x,right_y,right_z,left_vx,left_vy,left_vz,right_vx,right_vy,right_vz,tangent_separation,h3_separation,stress_kernel,relative_speed,support_overlap_fraction,support_overlap_node_count,contact_event,contact_outcome,charge_conservation_pass
free_two_defect_dynamics,0,0,0.09711268445067973,0.21055432216723544,-0.5953029636661602,-0.21599110999070864,-0.1969778549559081,0.48907867511037106,0.010014321029524693,-0.01850160308553195,0.015304135309877984,0.01914651503406519,-0.006615247919440264,-0.01632366248777085,1.2,1.2009077215015367,0.40947033547004685,0.035,0.0,0,,,True
free_two_defect_dynamics,1,1,0.09841481900133342,0.17852206968443887,-0.574005607710199,-0.1897845140533323,-0.19287010576765226,0.4652295923197866,0.0013021345506536918,-0.03203225248279656,0.02129735595596117,0.02620659593737634,0.00410774918825585,-0.02384908279058447,1.1406142224878466,1.1412577607962193,0.4343163273328902,0.06296453644109537,0.0,0,,,True
free_two_defect_dynamics,2,2,0.09679525014204428,0.13423253544050892,-0.5435983506580869,-0.16054507621469158,-0.17890951073260072,0.4314421543488741,-0.0016195688592891477,-0.04428953424392995,0.030407257052112106,0.02923943783864073,0.01396059503505153,-0.033787437970912514,1.0559289611783091,1.0564456278246985,0.4725725140076316,0.09201257916448206,0.0,0,,,True
free_two_defect_dynamics,3,3,0.08526888713101881,0.08807753508506579,-0.501051580900851,-0.12333434712979117,-0.16238179158130256,0.3852297136602544,-0.011526363011025475,-0.046155000355443135,0.042546769757235925,0.037210729084900404,0.016527719151298175,-0.046212440688619766,0.9443197110868489,0.9448217172682621,0.528349077657961,0.11909082630370514,0.0,0,,,True
free_two_defect_dynamics,4,4,0.07178907383135998,0.04319140572291358,-0.4417175698143186,-0.08370577688422601,-0.14548108893603914,0.3228033160051553,-0.013479813299658833,-0.04488612936215221,0.0593340110865324,0.03962857024556517,0.016900702645263405,-0.062426397655099025,0.8026631570553665,0.803203584568704,0.6078524821383902,0.14650498335970819,0.0,0,,,True
free_two_defect_dynamics,5,5,0.0529161126302126,-0.0010190289547294049,-0.3641683571520798,-0.039242204397253753,-0.12776744660131822,0.24241556933544955,-0.018872961201147377,-0.04421043467764298,0.07754921266223881,0.044463572486972254,0.017713642334720926,-0.08038774666970577,0.6265001010744352,0.6270728846800604,0.717761524351313,0.18108061999142758,0.0,0,,,True
free_two_defect_dynamics,6,6,0.033273380891979294,-0.0538259527792372,-0.26629252959893307,0.006710453516685817,-0.10272935666820136,0.14154469455442362,-0.019642731738233304,-0.052806923824507794,0.09787582755314671,0.04595265791393957,0.025038089933116858,-0.10087087478102594,0.411616731229171,0.41212467772495437,0.8548128205755461,0.22329991715012654,0.0,0,,,True
free_two_defect_dynamics,7,7,0.016271281761025897,-0.09062897110367332,-0.18531847322741754,0.039840027600663304,-0.08438493273672228,0.05928750781951672,-0.025823081656247193,-0.05589705953767038,0.12298479461941329,0.05077537679054491,0.02811521315563233,-0.12606982630105906,0.2458181436743727,0.24616632998992544,0.9428644312885428,0.27377653296321613,0.0,0,,,True
free_two_defect_dynamics,8,8,0.009369206561036725,-0.10806566874181571,-0.13459403704750322,0.055210990934189484,-0.07605700757410379,0.008111100745106695,-0.02051883795435962,-0.051836695910929806,0.15079616726047126,0.04624879990356547,0.025057410918268942,-0.15398172249916067,0.15326702168657091,0.15349233516632443,0.9769823954368434,0.3213412255166175,0.302307567425798,2,,,True
free_two_defect_dynamics,9,9,0.006542451254911586,-0.11635455044264918,-0.10203243936674136,0.06243365664193843,-0.072659999417016,-0.024649350787033418,-0.01556495661138507,-0.045641051332182506,0.1792938546892387,0.04015116595761799,0.01888414109049541,-0.18211701600729543,0.10498182236502378,0.1051490003136087,0.9890645930075237,0.3713295089660054,0.522049998574506,4,,,True
free_two_defect_dynamics,10,10,0.00640860303155266,-0.11976347095483444,-0.07918979056881413,0.06528877489701043,-0.07219234492676208,-0.04756342632016458,-0.08238408526358938,-0.10739327373150909,0.16179444188679748,0.11273492148361726,0.06175312648472118,-0.15283266975449408,0.08203726949425394,0.08219535718585881,0.9932892615212531,0.40590942311873607,0.6263847400642781,5,contact_scatter,scatter,True
free_two_defect_dynamics,11,11,0.0011332956201906977,-0.12787276978965478,-0.06395339001982826,0.07379309544587204,-0.06795083889260799,-0.06290694795407806,-0.05897404513073763,-0.09065597853753568,0.1703317178579177,0.0899317195574435,0.04485319302972548,-0.16225508865483493,0.09418693834144681,0.09440436102172484,0.9911665420174987,0.3887796885159621,0.570889268083069,5,,scatter,True
free_two_defect_dynamics,12,12,-0.00256963392451144,-0.13594472609909017,-0.045231827188010595,0.08141205597574346,-0.06473890310580992,-0.08190694768265452,-0.034033871332389436,-0.07418988644519055,0.17207112716225884,0.06559194663945786,0.027651688168094407,-0.16357178429529584,0.11605282387753253,0.11635238163854801,0.9866429493914253,0.3646274453986929,0.47112553800659995,4,,scatter,True
free_two_defect_dynamics,13,13,-0.004735477077039601,-0.14425413377510032,-0.021187564851185402,0.08869772485073915,-0.06329887735835603,-0.10633457627611706,-0.014413639800500616,-0.055298930145389606,0.16001405096541743,0.04543192214478282,0.0089797023124862,-0.15232563261949172,0.15011172611949852,0.15052537887326314,0.9778441158930287,0.32445232595424955,0.31579373239425845,3,,scatter,True
free_two_defect_dynamics,14,14,-0.0033740653449093137,-0.15301186392071153,0.0106255077481615,0.09473021302169952,-0.06482364591121897,-0.13876769260413077,0.006224416573421559,-0.04004061326737507,0.14545035250209506,0.025507576298177428,-0.0064472816352031965,-0.13713913162846192,0.1992986190143399,0.1998800204545681,0.9615828214094717,0.28523178069824867,0.09145445247923589,1,,scatter,True
free_two_defect_dynamics,15,15,0.003216689349636097,-0.1631076620405772,0.05278095682256656,0.0993641421946727,-0.07157601792397632,-0.1818417828023777,0.01904284972594403,-0.02917006858397882,0.12180090430583859,0.012274641068832321,-0.01788610479919072,-0.11409734089888103,0.2695741169185035,0.27043887566427705,0.9318473104270556,0.23626493302601773,0.0,0,,scatter,True
free_two_defect_dynamics,16,16,0.019570667555095657,-0.17273106715690276,0.1089697045326033,0.10096138089015279,-0.08987931257721435,-0.23823039984328528,0.028645578445652343,-0.016856327109569476,0.09842003945886973,0.002561521284893848,-0.02935333270514129,-0.09043146975136197,0.36611033027319817,0.3674987217910776,0.8810143353662367,0.19105351532438156,0.0,0,,scatter,True
free_two_defect_dynamics,17,17,0.054290941508802315,-0.18086010747588416,0.18119020811999903,0.09683192612019945,-0.12697786975015554,-0.30420863752154736,0.03568591510755016,-0.008355125397795243,0.07422910209408601,-0.004129454769953342,-0.037098557172941186,-0.06597823767826211,0.4902296097383193,0.49267767321534867,0.8046791839075385,0.14855822654681078,0.0,0,,scatter,True
free_two_defect_dynamics,18,18,0.09253589048573711,-0.18379361814588244,0.23186479537061247,0.09028269396018268,-0.16866755410416454,-0.34652796654572127,0.0382449489769348,-0.0029335106699982885,0.05067458725061344,-0.006549232160016763,-0.041689684354008986,-0.04231932902417389,0.578594902972003,0.5823313178953687,0.7467647739054503,0.11025619314341206,0.0,0,,scatter,True
free_two_defect_dynamics,19,19,0.13326586329152404,-0.18712182159070948,0.2601086071922888,0.08202011795707521,-0.21025665590381226,-0.3664272178486409,0.04072997280578693,-0.003328203444827048,0.028243811821676335,-0.008262576003107463,-0.04158910179964774,-0.01989925130291966,0.6290536440028754,0.634234305139747,0.7131379931495221,0.07862519131123724,0.0,0,,scatter,True
free_two_defect_dynamics,20,20,0.17356832943977663,-0.19357550986655192,0.26702267920835915,0.07457965757372119,-0.24942187332743015,-0.3650030986866132,0.04030246614825257,-0.006453688275842455,0.006914072016070378,-0.00744046038335403,-0.03916521742361791,0.0014241191620277308,0.6421636531238395,0.6488154459106726,0.7037488433484642,0.058134075681374346,0.0,0,,scatter,True
free_two_defect_dynamics,21,21,0.21281461103490532,-0.20051982714927122,0.25269440927992237,0.06885486389980869,-0.2876928308514213,-0.34247559169142217,0.0392462815951287,-0.006944317282719287,-0.014328269928436768,-0.005724793673912496,-0.03827095752399114,0.02252750699519103,0.6185069695855385,0.6264219260444255,0.718182145118522,0.06604622844874684,0.0,0,,scatter,True
free_two_defect_dynamics,22,22,0.24940215774963917,-0.2097686645745359,0.21695649655894544,0.06649562020366248,-0.3234396323533655,-0.2987415758684884,0.03658754671473385,-0.009248837425264684,-0.03573791272097692,-0.002359243696146206,-0.03574680150194423,0.0437340158229338,0.5588563252735038,0.5675725569496541,0.7563503511668263,0.09238388393007986,0.0,0,,scatter,True
free_two_defect_dynamics,23,23,0.2790787882754291,-0.22128640618222672,0.15958038961699106,0.07120191212821178,-0.3562136309539349,-0.2335793603141637,0.02967663052578991,-0.01151774160769081,-0.057376106941954386,0.004706291924549297,-0.03277399860056938,0.06516221555432467,0.4647501915946337,0.47344538896332194,0.8168929966713747,0.1268502532571772,0.0,0,,scatter,True
free_two_defect_dynamics,24,24,0.29578239587668453,-0.240510583610184,0.08273907591124188,0.08827779314694428,-0.3814586660922897,-0.14857197592620686,0.016703607601255454,-0.019224177427957255,-0.07684131370574918,0.017075881018732503,-0.025245035138354802,0.08500738438795687,0.341217415750657,0.34877191700973653,0.8915501859311132,0.1619610767736922,0.0,0,,scatter,True
free_two_defect_dynamics,25,25,0.2965653149296278,-0.2649677323059949,0.011771377369532945,0.11105894325821251,-0.39022469588976805,-0.07758355967343411,0.0010390051334830993,-0.032456871434893265,-0.09418062163530283,0.03292070978687605,-0.012667662586672929,0.10258433126831216,0.24101084131398018,0.24701691412766905,0.9424916515004577,0.20031101459881454,0.0,0,,scatter,True
free_two_defect_dynamics,26,26,0.2876254115386325,-0.287299303899763,-0.035480631667610785,0.1339593637873377,-0.3887677771492018,-0.029783753733379922,-0.01967972194706006,-0.04915926944455421,-0.10401749981186664,0.053952752673469356,0.0034324599574554523,0.11261501090967492,0.18423235251516717,0.18915737679645098,0.9654555065087173,0.23477068816561392,0.14019374183431377,1,,scatter,True
free_two_defect_dynamics,27,27,0.27380281370715803,-0.3071359394733878,-0.06801085097875169,0.15690057936382196,-0.3833342327029024,0.00318515150694873,-0.044619803116810165,-0.06403331592123992,-0.10500862418963466,0.07865828567905347,0.01862993222316213,0.11304011150907092,0.15665625763275215,0.16103025182585057,0.9747246661578073,0.26377253630874425,0.2680443098824974,2,,scatter,True
free_two_defect_dynamics,28,28,0.2569725312145147,-0.3266874243052735,-0.09086417222474412,0.1808844609965983,-0.3757041692426349,0.02672976476143705,-0.06621030257800938,-0.07691550793246352,-0.08990492674564482,0.10031798996137178,0.03191445994153448,0.09848065097520765,0.14839262019942526,0.15266942939833555,0.9772229321912524,0.2739794883139183,0.3060480481893838,2,,scatter,True
free_two_defect_dynamics,29,29,0.23782927843246207,-0.3478211905234069,-0.10676026272759484,0.20696219512653533,-0.3660199164672356,0.043816394790368765,-0.07943827188536332,-0.08769825514563233,-0.06596360470482168,0.11408719343528637,0.042367531402769845,0.07475211057658762,0.1547814596360808,0.15937086592423744,0.9752300605914597,0.2723419304572602,0.27558697307164803,2,,scatter,True
free_two_defect_dynamics,30,30,0.21596073191411136,-0.37202924673408827,-0.11652089895858334,0.2367493663331241,-0.3542653793735968,0.05539605891253152,-0.08374014280850507,-0.09269871148033054,-0.03737592122087175,0.1188488585073969,0.04689983168166069,0.046202100000475595,0.17407803626037138,0.17940372747127425,0.968817919575221,0.2598371458017518,0.1845285114942079,1,,scatter,True
free_two_defect_dynamics,31,31,0.19004829185182964,-0.4000882076451835,-0.11933394671651791,0.2723439479588913,-0.3412065563918276,0.060796612245065766,-0.0809986119266281,-0.0877083316136806,-0.008793188257391405,0.115888508979143,0.042516794839478046,0.017583071489641267,0.20660745906241174,0.2131902292410597,0.9565258303758617,0.23752648066383633,0.03095350344972858,0,,scatter,True
free_two_defect_dynamics,32,32,0.1608554227163406,-0.43429809933081814,-0.1127390106226425,0.31540566065730313,-0.32693390060592886,0.05796576857512767,-0.06767787858928533,-0.07930885057263481,0.01528905165826273,0.10313497478208056,0.03418373079727208,-0.006780013432253602,0.25407276291725,0.2626200754062852,0.9354805570675303,0.2062635220702927,0.0,0,,scatter,True
free_two_defect_dynamics,33,33,0.12998728384054536,-0.47618519870649567,-0.09231861393485156,0.36753809104906365,-0.31350259993171964,0.0429267009079735,-0.04929856026768623,-0.06689660498546023,0.03261279084086624,0.08514805024032314,0.02193738247011028,-0.0245633529775518,0.3180995270924939,0.3296454444007337,0.9019848111613759,0.17098678260699937,0.0,0,,scatter,True
free_two_defect_dynamics,34,34,0.10389701787372449,-0.5262930358401485,-0.051015243106637936,0.42786970442654904,-0.30482283105458774,0.008543219383929705,-0.028508115818199637,-0.05475145505309398,0.04513105695243472,0.06453246988103147,0.009284136330537042,-0.03677758411618063,0.3969314345000321,0.41297284302454107,0.8543017650203951,0.1395210845457223,0.0,0,,scatter,True
free_two_defect_dynamics,35,35,0.09546983274253995,-0.5659709132476458,-0.0003609515434869204,0.4720700461952919,-0.31038016286725756,-0.03325429948530578,-0.008427185131184541,-0.03967787740749727,0.050654291563151016,0.04420034176874291,-0.0055573318126697965,-0.04179751886923549,0.4563291846808506,0.47690136583274306,0.814707150355773,0.11171931557039373,0.0,0,,scatter,True
free_two_defect_dynamics,36,36,0.10609014699169467,-0.5903573178810098,0.0481169681510129,0.496885870862804,-0.33074839533344785,-0.07299982290123772,0.010620314249154713,-0.02438640463336393,0.04847791969449982,0.024815824667512098,-0.020368232466190284,-0.03974552341593194,0.4845486224694534,0.5087987261485123,0.7943593219875965,0.08944849991957568,0.0,0,,scatter,True
free_two_defect_dynamics,37,37,0.13709427029379295,-0.6033610960285679,0.09142438556281375,0.5016670649397399,-0.36291484542490593,-0.10733898671215555,0.031004123302098296,-0.01300377814755819,0.04330741741180085,0.004781194076935858,-0.032166450091458104,-0.034339163810917846,0.47982767759210476,0.5064526339737336,0.7958651491779198,0.08416556058598826,0.0,0,,scatter,True
free_two_defect_dynamics,38,38,0.1849825014520273,-0.6034143886714584,0.12372896230102672,0.4891871025562688,-0.4077359762942658,-0.13100905607825702,0.04788823115823435,-5.329264289048556e-05,0.032304576738212964,-0.012479962383471113,-0.044821130869359835,-0.02367006936610148,0.4424047224106606,0.4695563890688392,0.8193476140753432,0.09371040036977425,0.0,0,,scatter,True
free_two_defect_dynamics,39,39,0.24999694166519015,-0.5942290337378333,0.14089319150432494,0.45964822448163806,-0.4622857842466594,-0.13983483597510285,0.06501444021316286,0.009185354933624996,0.017164229203298215,-0.029538878074630712,-0.054549807952393614,-0.008825779896845815,0.3743940529513827,0.3997831208281629,0.862197891083471,0.11695290317202771,0.0,0,,scatter,True
free_two_defect_dynamics,40,40,0.3292970232894588,-0.5775743427096108,0.1377405274699958,0.4157641146019957,-0.5247988149289604,-0.12862035411556744,0.07930008162426867,0.016654691028222507,-0.003152664034329139,-0.043884109879642336,-0.062513030682301,0.011214481859535403,0.2849735662331074,0.3062736518490281,0.9142409532016615,0.14713357223435686,0.0,0,,scatter,True
free_two_defect_dynamics,41,41,0.3875728193523699,-0.5636226852305957,0.11930567933174382,0.3798925829706899,-0.5700081165309767,-0.10412723169027559,0.08939468472012681,0.021401750056118503,-0.028278934798306198,-0.0534469348483424,-0.06735978329827635,0.03649362764746252,0.22365604282367155,0.2414380298285724,0.9449185059533391,0.18021604515180562,0.0,0,,scatter,True
free_two_defect_dynamics,42,42,0.42828940002903204,-0.5548861298505477,0.09309692713170677,0.3556607038683415,-0.6004198161891309,-0.07397742915589531,0.08781822366913583,0.018843153371731983,-0.05652748891340575,-0.05205137986277204,-0.0653259668593224,0.06476339774873274,0.18778201358622978,0.20333969688809464,0.9602946654219513,0.20337016983798412,0.07572865050866073,1,,scatter,True
free_two_defect_dynamics,43,43,0.45609297905101037,-0.5503749926498582,0.06287614734944912,0.34131855462791866,-0.621558147758677,-0.041509620644326194,0.07499241589886363,0.012167537023328042,-0.0815121421752047,-0.03973058455649164,-0.05855735118415554,0.08994223876831213,0.1706944598765538,0.1852788497736797,0.9668110659248424,0.21808251050958918,0.15782341011963774,1,,scatter,True
free_two_defect_dynamics,44,44,0.4743984989211054,-0.5505788131277465,0.03008776871747506,0.33506659502248975,-0.6362160648795294,-0.0075056526319654815,0.05461271244045673,-0.0006080782860787804,-0.09782089262278443,-0.01961406532655368,-0.04598579679081058,0.1066795200303809,0.16781055884647988,0.18253943325904634,0.9677538188503106,0.2222367445983736,0.17027530336797114,1,,scatter,True
free_two_defect_dynamics,45,45,0.4846254252228033,-0.555640246262062,-0.00502283427091435,0.3363794895521984,-0.6459419903291811,0.028084307346425676,0.030894661827333185,-0.01529015272363664,-0.10606610176705385,0.004220241620277498,-0.03126355883853488,0.11440235827484983,0.17671260637115627,0.19263704549456095,0.9642187752907041,0.22264998600840405,0.12437706593381381,1,,scatter,True
free_two_defect_dynamics,46,46,0.48742545510647417,-0.5672258973011457,-0.042027374975734756,0.3459706401329858,-0.6513485390628683,0.06536945950449671,0.007538063424423562,-0.031190157239091673,-0.09962128491960873,0.027849893643272988,-0.015699034849059625,0.10826516728405709,0.19652013533612575,0.2147501337170185,0.9559154543879129,0.2094500473372335,0.023863028559006794,0,,scatter,True
free_two_defect_dynamics,47,47,0.48199453396055103,-0.5873904529733741,-0.07988383688023368,0.3658695813041253,-0.6525778181238808,0.1037326831846842,-0.011891394413889263,-0.04415175220492705,-0.08288945972981027,0.04764310905933508,-0.0029432056642854274,0.09185128163068865,0.22682465396308446,0.2486073116625767,0.9417919855770713,0.1891476357320185,0.0,0,,scatter,True
free_two_defect_dynamics,48,48,0.46706343387163013,-0.6190527639558583,-0.1154466322965671,0.3990330398714915,-0.6495826414557495,0.14089941611909962,-0.024878423938294775,-0.05275621962194585,-0.059255265555073454,0.06107346078225223,0.005515884430613687,0.06844584685470982,0.2669709805696114,0.2937661706861532,0.9205572335490058,0.16459325231741012,0.0,0,,scatter,True
free_two_defect_dynamics,49,49,0.4407712054121258,-0.6644625369577303,-0.14183429711785434,0.44876558643170883,-0.6427210293612493,0.17138268543637167,-0.03306435227162186,-0.05710602786754355,-0.03318437030243924,0.06891482450287177,0.00950819585976169,0.0422409327608017,0.3140724143264232,0.3474440630615479,0.8922856204081333,0.1432696186934852,0.0,0,,scatter,True
free_two_defect_dynamics,50,50,0.4098585937793623,-0.7188736287932483,-0.1484189757387197,0.5157190088405443,-0.635681567299344,0.18693687790525737,-0.030912611632763477,-0.05441109183551808,-0.006584678620865356,0.06720419637776837,0.0070658283592042554,0.015612450679424237,0.3613736226481007,0.4026884160639585,0.8604682272521645,0.11789415710703223,0.0,0,,scatter,True
free_two_defect_dynamics,51,51,0.3870883888702576,-0.7689056088137498,-0.13084349842115417,0.5749549384632129,-0.633463917865428,0.17845056453879823,-0.022770204909104686,-0.05003198002050145,0.01757547731756553,0.05923592962266856,0.002217649433916043,-0.008486313366459145,0.38639501741763965,0.4338824935445747,0.8415708970301451,0.10066899628299242,0.0,0,,scatter,True
free_two_defect_dynamics,52,52,0.37567343253251817,-0.8087019659938746,-0.09310674626848442,0.6225596228264001,-0.6410661404874712,0.14978855820157305,-0.01141495633773941,-0.03979635718012472,0.03773675215266974,0.04760468436318722,-0.007602222622043187,-0.028662006337225168,0.384776155556243,0.43554954806931584,0.8405456289219162,0.09449113935925275,0.0,0,,scatter,True
free_two_defect_dynamics,53,53,0.3791739851525428,-0.8369251974026928,-0.038572000413761354,0.6548695327491598,-0.6600653635980664,0.10459250111128453,0.0035005526200246433,-0.02822323140881823,0.054534745854723066,0.03230990992275974,-0.01899922311059516,-0.045196057090288524,0.35746819477390357,0.40805435230068515,0.8572591839578593,0.10421753428928875,0.0,0,,scatter,True
free_two_defect_dynamics,54,54,0.40149199364037386,-0.8516776649593,0.027299081718607773,0.6680568120523853,-0.6923113349955919,0.04837105049920677,0.022318008487831036,-0.014752467556607163,0.06587108213236913,0.013187279303225538,-0.03224597139752554,-0.056221450612077756,0.3112851705581566,0.3584188277640679,0.8861602588032576,0.12367691556644136,0.0,0,,scatter,True
free_two_defect_dynamics,55,55,0.43953713962969204,-0.8517195750359514,0.0842416005319945,0.65961131125912,-0.7352081301632463,-0.004339705702077451,0.044512918571494975,-4.903489737786157e-05,0.06662289333592669,-0.009178819227597798,-0.04662150154567131,-0.05728760370342732,0.2642994620101198,0.3066265190546541,0.9140602205912737,0.14284820136821008,0.0,0,,scatter,True
free_two_defect_dynamics,56,56,0.48344500996988266,-0.8432789499760126,0.12141414850409804,0.6373483855267419,-0.7771813486230211,-0.03785917201516818,0.06649483738329912,0.01278262840865431,0.05629474883151847,-0.03141615519957292,-0.059230182106752766,-0.04730073524736269,0.23113444689541096,0.26972307918053234,0.9321831714198653,0.15970106971598177,0.0,0,,scatter,True
free_two_defect_dynamics,57,57,0.529055615209162,-0.8328321498996889,0.14131934061288448,0.608131540567385,-0.8154473716218731,-0.05422276176460833,0.08616442129267528,0.019735376854010972,0.03760352114985902,-0.05077120231110641,-0.06649629684583604,-0.02843562085024874,0.21164107892665346,0.24831458652834543,0.9419210235791398,0.17478110549182327,0.0,0,,scatter,True
free_two_defect_dynamics,58,58,0.574129423753189,-0.8225650970028043,0.14687538313864737,0.576941671877746,-0.8499905221289435,-0.05559864132622109,0.09814702830897594,0.02235623666759842,0.01209813593917359,-0.06232641557824002,-0.06902724648534847,-0.0027494069371048644,0.2043423433012935,0.24099777727352512,0.9451081841001929,0.18526499052884035,0.0,0,,scatter,True
free_two_defect_dynamics,59,59,0.6178710411205681,-0.8148605623858868,0.13992617811286825,0.5465537030137044,-0.8808440312393941,-0.04353163183931091,0.09974265506565058,0.017568411617757643,-0.015846056949500986,-0.06356041721361108,-0.06453415561724923,0.02523973092575441,0.2075975647955447,0.24604105800097964,0.9429192496254308,0.1873413113217559,0.0,0,,scatter,True
free_two_defect_dynamics,60,60,0.6594455164434913,-0.8115756318837758,0.12130750790209577,0.519650224865284,-0.9080740034755697,-0.018619503814348265,0.09005874035910998,0.0071158252963980685,-0.04033181353029179,-0.053866332420685,-0.0545200411704379,0.04987923725312409,0.2200777768771708,0.2619870739870069,0.9357712559452447,0.18069709542002868,0.0,0,,scatter,True
free_two_defect_dynamics,61,61,0.6970279944804559,-0.8141890766165804,0.09089461786531672,0.4995354134309117,-0.9312030285225724,0.018859279390210752,0.0732768824780756,-0.005095594876961264,-0.05929789320575843,-0.036769342549204165,-0.042279245199839686,0.068510223049913,0.24059234089948023,0.2875874956788622,0.9236112810798209,0.17270700644418574,0.0,0,,scatter,True
free_two_defect_dynamics,62,62,0.7277833160587613,-0.8248804765979949,0.04916426432226813,0.4909895213547028,-0.9500631380267933,0.06757151854923507,0.049724401174987234,-0.017285576430880537,-0.06746854639335974,-0.013459207286351443,-0.029703408491112877,0.07671851204964951,0.2684787271664576,0.3224808393225057,0.9058021131193295,0.15791225016989546,0.0,0,,scatter,True
